battAlias;country;continent;climate;iso_a3;model_series;var;val;descr;cnt_vhcl
Batt_14;Czech Republic;Europe;normal;CZE;all;variable_1;728;Beschreibung_1;728
Batt_6;Uruguay;South America;normal;URY;all;variable_1;94;Beschreibung_1;94
Batt_9;Abu Dhabi (UAE);Asia;normal;ARE;all;variable_1;188;Beschreibung_1;188
Batt_9;France;Europe;normal;FRA;all;variable_1;1783;Beschreibung_1;1783
Batt_13;Ireland;Europe;normal;IRL;all;variable_1;766;Beschreibung_1;766
Batt_13;North Macedonia;Europe;normal;MKD;all;variable_1;21;Beschreibung_1;21
Batt_1;TǬrkiye;Asia;normal;TUR;all;variable_1;99;Beschreibung_1;99
Batt_5;Finland;Europe;coldland;FIN;all;variable_1;465;Beschreibung_1;465
Batt_5;Singapore;;;;all;variable_1;139;Beschreibung_1;139
Batt_13;Croatia;Europe;normal;HRV;all;variable_1;34;Beschreibung_1;34
Batt_7;Finland;Europe;coldland;FIN;all;variable_1;202;Beschreibung_1;202
Batt_9;Germany;Europe;normal;DEU;all;variable_1;18329;Beschreibung_1;18329
Batt_12;Norway;Europe;coldland;NOR;all;variable_1;8933;Beschreibung_1;8933
Batt_14;Hungary;Europe;normal;HUN;all;variable_1;1023;Beschreibung_1;1023
Batt_6;South Africa;Africa;hotland;ZAF;all;variable_1;243;Beschreibung_1;243
Batt_5;Czech Republic;Europe;normal;CZE;all;variable_1;197;Beschreibung_1;197
Batt_13;Denmark;Europe;coldland;DNK;all;variable_1;2580;Beschreibung_1;2580
Batt_21;Slovakia (Slovak Republic);Europe;normal;SVK;all;variable_1;192;Beschreibung_1;192
Batt_5;Iceland;Europe;coldland;ISL;all;variable_1;390;Beschreibung_1;390
Batt_6;Italy;Europe;normal;ITA;all;variable_1;2809;Beschreibung_1;2809
Batt_1;Portugal;Europe;normal;PRT;all;variable_1;72;Beschreibung_1;72
Batt_12;Czech Republic;Europe;normal;CZE;all;variable_1;89;Beschreibung_1;89
Batt_13;Jordan;Asia;normal;JOR;all;variable_1;252;Beschreibung_1;252
Batt_8;Norway;Europe;coldland;NOR;all;variable_1;1069;Beschreibung_1;1069
Batt_16;Israel;Asia;normal;ISR;all;variable_1;182;Beschreibung_1;182
Batt_6;Bahrain;;;;all;variable_1;25;Beschreibung_1;25
Batt_6;Norway;Europe;coldland;NOR;all;variable_1;7985;Beschreibung_1;7985
Batt_1;Bulgaria;Europe;normal;BGR;all;variable_1;60;Beschreibung_1;60
Batt_14;Thailand;Asia;hotland;THA;all;variable_1;648;Beschreibung_1;648
Batt_8;Bulgaria;Europe;normal;BGR;all;variable_1;161;Beschreibung_1;161
Batt_4;Belgium;Europe;normal;BEL;all;variable_1;1998;Beschreibung_1;1998
Batt_6;Australia;Oceania;hotland;AUS;all;variable_1;3875;Beschreibung_1;3875
Batt_9;Bulgaria;Europe;normal;BGR;all;variable_1;91;Beschreibung_1;91
Batt_8;Jordan;Asia;normal;JOR;all;variable_1;53;Beschreibung_1;53
Batt_14;Colombia;South America;hotland;COL;all;variable_1;166;Beschreibung_1;166
Batt_6;Argentina;South America;normal;ARG;all;variable_1;41;Beschreibung_1;41
Batt_5;Spain;Europe;normal;ESP;all;variable_1;534;Beschreibung_1;534
Batt_17;Romania;Europe;normal;ROU;all;variable_1;110;Beschreibung_1;110
Batt_6;Ukraine;Europe;normal;UKR;all;variable_1;158;Beschreibung_1;158
Batt_15;Belgium;Europe;normal;BEL;all;variable_1;22130;Beschreibung_1;22130
Batt_13;USA;North America;normal;USA;all;variable_1;482;Beschreibung_1;482
Batt_13;French Polynesia;;;;all;variable_1;50;Beschreibung_1;50
Batt_8;France;Europe;normal;FRA;all;variable_1;632;Beschreibung_1;632
Batt_8;Lebanon;Asia;normal;LBN;all;variable_1;29;Beschreibung_1;29
Batt_7;Japan;Asia;normal;JPN;all;variable_1;413;Beschreibung_1;413
Batt_7;Portugal;Europe;normal;PRT;all;variable_1;938;Beschreibung_1;938
Batt_9;Morocco;Africa;hotland;MAR;all;variable_1;70;Beschreibung_1;70
Batt_4;Italy;Europe;normal;ITA;all;variable_1;26756;Beschreibung_1;26756
Batt_9;India;Asia;hotland;IND;all;variable_1;300;Beschreibung_1;300
Batt_12;Slovakia (Slovak Republic);Europe;normal;SVK;all;variable_1;77;Beschreibung_1;77
Batt_8;Serbia;Europe;normal;SRB;all;variable_1;54;Beschreibung_1;54
Batt_14;Austria;Europe;normal;AUT;all;variable_1;1466;Beschreibung_1;1466
Batt_14;Spain;Europe;normal;ESP;all;variable_1;3180;Beschreibung_1;3180
Batt_13;West Banks;;;;all;variable_1;95;Beschreibung_1;95
Batt_4;Austria;Europe;normal;AUT;all;variable_1;979;Beschreibung_1;979
Batt_8;Puerto Rico;North America;normal;PRI;all;variable_1;3707;Beschreibung_1;3707
Batt_16;Netherlands;Europe;normal;NLD;all;variable_1;1878;Beschreibung_1;1878
Batt_17;Poland;Europe;normal;POL;all;variable_1;113;Beschreibung_1;113
Batt_14;Mauritius;;;;all;variable_1;31;Beschreibung_1;31
Batt_15;Croatia;Europe;normal;HRV;all;variable_1;139;Beschreibung_1;139
Batt_5;Ukraine;Europe;normal;UKR;all;variable_1;295;Beschreibung_1;295
Batt_17;United Kingdom of Great Britain and Northern Ireland;Europe;normal;GBR;all;variable_1;735;Beschreibung_1;735
Batt_7;Poland;Europe;normal;POL;all;variable_1;236;Beschreibung_1;236
Batt_18;Poland;Europe;normal;POL;all;variable_1;588;Beschreibung_1;588
Batt_6;Spain;Europe;normal;ESP;all;variable_1;3391;Beschreibung_1;3391
Batt_3;China;Asia;normal;CHN;all;variable_1;104;Beschreibung_1;104
Batt_15;United Kingdom of Great Britain and Northern Ireland;Europe;normal;GBR;all;variable_1;31916;Beschreibung_1;31916
Batt_8;Korea (South);Asia;normal;KOR;all;variable_1;3793;Beschreibung_1;3793
Batt_8;Bahrain;;;;all;variable_1;27;Beschreibung_1;27
Batt_21;Cyprus (South);Asia;normal;CYP;all;variable_1;34;Beschreibung_1;34
Batt_15;Slovenia;Europe;normal;SVN;all;variable_1;56;Beschreibung_1;56
Batt_14;China;Asia;normal;CHN;all;variable_1;12079;Beschreibung_1;12079
Batt_14;France;Europe;normal;FRA;all;variable_1;7042;Beschreibung_1;7042
Batt_5;Austria;Europe;normal;AUT;all;variable_1;1386;Beschreibung_1;1386
Batt_7;Sweden;Europe;coldland;SWE;all;variable_1;1318;Beschreibung_1;1318
Batt_9;United Kingdom of Great Britain and Northern Ireland;Europe;normal;GBR;all;variable_1;4422;Beschreibung_1;4422
Batt_9;Poland;Europe;normal;POL;all;variable_1;1140;Beschreibung_1;1140
Batt_6;Hong Kong;;;;all;variable_1;6795;Beschreibung_1;6795
Batt_13;Sweden;Europe;coldland;SWE;all;variable_1;10421;Beschreibung_1;10421
Batt_12;Switzerland;Europe;normal;CHE;all;variable_1;1614;Beschreibung_1;1614
Batt_15;Greece;Europe;normal;GRC;all;variable_1;2742;Beschreibung_1;2742
Batt_1;Japan;Asia;normal;JPN;all;variable_1;2073;Beschreibung_1;2073
Batt_14;Finland;Europe;coldland;FIN;all;variable_1;1056;Beschreibung_1;1056
Batt_12;Greece;Europe;normal;GRC;all;variable_1;108;Beschreibung_1;108
Batt_4;United Kingdom of Great Britain and Northern Ireland;Europe;normal;GBR;all;variable_1;6028;Beschreibung_1;6028
Batt_18;Colombia;South America;hotland;COL;all;variable_1;95;Beschreibung_1;95
Batt_4;Slovenia;Europe;normal;SVN;all;variable_1;245;Beschreibung_1;245
Batt_16;Serbia;Europe;normal;SRB;all;variable_1;29;Beschreibung_1;29
Batt_8;Ukraine;Europe;normal;UKR;all;variable_1;313;Beschreibung_1;313
Batt_8;Cyprus (South);Asia;normal;CYP;all;variable_1;35;Beschreibung_1;35
Batt_6;United Kingdom of Great Britain and Northern Ireland;Europe;normal;GBR;all;variable_1;21387;Beschreibung_1;21387
Batt_9;Dubai (UAE);Asia;hotland;ARE;all;variable_1;427;Beschreibung_1;427
Batt_6;Romania;Europe;normal;ROU;all;variable_1;629;Beschreibung_1;629
Batt_6;Serbia;Europe;normal;SRB;all;variable_1;172;Beschreibung_1;172
Batt_9;Canada;North America;coldland;CAN;all;variable_1;2775;Beschreibung_1;2775
Batt_8;Canada;North America;coldland;CAN;all;variable_1;1675;Beschreibung_1;1675
Batt_16;Unknown;;;;all;variable_1;27;Beschreibung_1;27
Batt_1;Ireland;Europe;normal;IRL;all;variable_1;18;Beschreibung_1;18
Batt_21;Ireland;Europe;normal;IRL;all;variable_1;259;Beschreibung_1;259
Batt_14;Germany;Europe;normal;DEU;all;variable_1;20016;Beschreibung_1;20016
Batt_7;Austria;Europe;normal;AUT;all;variable_1;296;Beschreibung_1;296
Batt_21;Spain;Europe;normal;ESP;all;variable_1;2293;Beschreibung_1;2293
Batt_4;Hong Kong;;;;all;variable_1;84;Beschreibung_1;84
Batt_12;Korea (South);Asia;normal;KOR;all;variable_1;5440;Beschreibung_1;5440
Batt_13;Japan;Asia;normal;JPN;all;variable_1;688;Beschreibung_1;688
Batt_8;Switzerland;Europe;normal;CHE;all;variable_1;707;Beschreibung_1;707
Batt_16;China;Asia;normal;CHN;all;variable_1;2950;Beschreibung_1;2950
Batt_6;Indonesia;Asia;hotland;IDN;all;variable_1;72;Beschreibung_1;72
Batt_12;Spain;Europe;normal;ESP;all;variable_1;799;Beschreibung_1;799
Batt_1;Czech Republic;Europe;normal;CZE;all;variable_1;133;Beschreibung_1;133
Batt_1;Hungary;Europe;normal;HUN;all;variable_1;174;Beschreibung_1;174
Batt_21;Singapore;;;;all;variable_1;130;Beschreibung_1;130
Batt_14;Greece;Europe;normal;GRC;all;variable_1;179;Beschreibung_1;179
Batt_9;Austria;Europe;normal;AUT;all;variable_1;1175;Beschreibung_1;1175
Batt_18;Malaysia;Asia;hotland;MYS;all;variable_1;1130;Beschreibung_1;1130
Batt_18;Israel;Asia;normal;ISR;all;variable_1;127;Beschreibung_1;127
Batt_6;Estonia;Europe;normal;EST;all;variable_1;43;Beschreibung_1;43
Batt_3;Canada;North America;coldland;CAN;all;variable_1;1092;Beschreibung_1;1092
Batt_18;China;Asia;normal;CHN;all;variable_1;51099;Beschreibung_1;51099
Batt_8;Germany;Europe;normal;DEU;all;variable_1;8254;Beschreibung_1;8254
Batt_8;South Africa;Africa;hotland;ZAF;all;variable_1;92;Beschreibung_1;92
Batt_8;Italy;Europe;normal;ITA;all;variable_1;358;Beschreibung_1;358
Batt_6;Cyprus (South);Asia;normal;CYP;all;variable_1;80;Beschreibung_1;80
Batt_13;Australia;Oceania;hotland;AUS;all;variable_1;1178;Beschreibung_1;1178
Batt_13;Israel;Asia;normal;ISR;all;variable_1;1891;Beschreibung_1;1891
Batt_8;Spain;Europe;normal;ESP;all;variable_1;611;Beschreibung_1;611
Batt_9;Iceland;Europe;coldland;ISL;all;variable_1;109;Beschreibung_1;109
Batt_12;United Kingdom of Great Britain and Northern Ireland;Europe;normal;GBR;all;variable_1;13709;Beschreibung_1;13709
Batt_8;Latvia;Europe;normal;LVA;all;variable_1;20;Beschreibung_1;20
Batt_17;Ireland;Europe;normal;IRL;all;variable_1;80;Beschreibung_1;80
Batt_21;USA;North America;normal;USA;all;variable_1;705;Beschreibung_1;705
Batt_6;Slovakia (Slovak Republic);Europe;normal;SVK;all;variable_1;271;Beschreibung_1;271
Batt_6;India;Asia;hotland;IND;all;variable_1;546;Beschreibung_1;546
Batt_12;Denmark;Europe;coldland;DNK;all;variable_1;452;Beschreibung_1;452
Batt_21;Portugal;Europe;normal;PRT;all;variable_1;352;Beschreibung_1;352
Batt_8;Indonesia;Asia;hotland;IDN;all;variable_1;112;Beschreibung_1;112
Batt_14;Bulgaria;Europe;normal;BGR;all;variable_1;53;Beschreibung_1;53
Batt_17;Netherlands;Europe;normal;NLD;all;variable_1;231;Beschreibung_1;231
Batt_18;Germany;Europe;normal;DEU;all;variable_1;28349;Beschreibung_1;28349
Batt_7;Italy;Europe;normal;ITA;all;variable_1;2079;Beschreibung_1;2079
Batt_6;Poland;Europe;normal;POL;all;variable_1;1406;Beschreibung_1;1406
Batt_13;United Kingdom of Great Britain and Northern Ireland;Europe;normal;GBR;all;variable_1;10361;Beschreibung_1;10361
Batt_15;Romania;Europe;normal;ROU;all;variable_1;630;Beschreibung_1;630
Batt_16;Iceland;Europe;coldland;ISL;all;variable_1;75;Beschreibung_1;75
Batt_8;TǬrkiye;Asia;normal;TUR;all;variable_1;1456;Beschreibung_1;1456
Batt_14;Romania;Europe;normal;ROU;all;variable_1;673;Beschreibung_1;673
Batt_4;USA;North America;normal;USA;all;variable_1;2313;Beschreibung_1;2313
Batt_4;Norway;Europe;coldland;NOR;all;variable_1;581;Beschreibung_1;581
Batt_6;Singapore;;;;all;variable_1;329;Beschreibung_1;329
Batt_15;Hungary;Europe;normal;HUN;all;variable_1;1551;Beschreibung_1;1551
Batt_16;Singapore;;;;all;variable_1;109;Beschreibung_1;109
Batt_18;Netherlands;Europe;normal;NLD;all;variable_1;1779;Beschreibung_1;1779
Batt_9;Korea (South);Asia;normal;KOR;all;variable_1;7005;Beschreibung_1;7005
Batt_8;Romania;Europe;normal;ROU;all;variable_1;172;Beschreibung_1;172
Batt_5;Korea (South);Asia;normal;KOR;all;variable_1;1072;Beschreibung_1;1072
Batt_9;China;Asia;normal;CHN;all;variable_1;27457;Beschreibung_1;27457
Batt_3;Belgium;Europe;normal;BEL;all;variable_1;278;Beschreibung_1;278
Batt_4;TǬrkiye;Asia;normal;TUR;all;variable_1;75;Beschreibung_1;75
Batt_13;Singapore;;;;all;variable_1;316;Beschreibung_1;316
Batt_8;Japan;Asia;normal;JPN;all;variable_1;2075;Beschreibung_1;2075
Batt_8;Hong Kong;;;;all;variable_1;352;Beschreibung_1;352
Batt_8;Austria;Europe;normal;AUT;all;variable_1;349;Beschreibung_1;349
Batt_17;China;Asia;normal;CHN;all;variable_1;1597;Beschreibung_1;1597
Batt_14;Italy;Europe;normal;ITA;all;variable_1;6875;Beschreibung_1;6875
Batt_4;Poland;Europe;normal;POL;all;variable_1;254;Beschreibung_1;254
Batt_15;Norway;Europe;coldland;NOR;all;variable_1;1303;Beschreibung_1;1303
Batt_10;Germany;Europe;normal;DEU;all;variable_1;24;Beschreibung_1;24
Batt_3;Portugal;Europe;normal;PRT;all;variable_1;68;Beschreibung_1;68
Batt_15;France;Europe;normal;FRA;all;variable_1;36157;Beschreibung_1;36157
Batt_1;Canada;North America;coldland;CAN;all;variable_1;452;Beschreibung_1;452
Batt_1;Austria;Europe;normal;AUT;all;variable_1;257;Beschreibung_1;257
Batt_1;Puerto Rico;North America;normal;PRI;all;variable_1;800;Beschreibung_1;800
Batt_13;Jamaica;North America;hotland;JAM;all;variable_1;22;Beschreibung_1;22
Batt_16;United Kingdom of Great Britain and Northern Ireland;Europe;normal;GBR;all;variable_1;2176;Beschreibung_1;2176
Batt_4;Czech Republic;Europe;normal;CZE;all;variable_1;46;Beschreibung_1;46
Batt_13;Bulgaria;Europe;normal;BGR;all;variable_1;70;Beschreibung_1;70
Batt_7;Belgium;Europe;normal;BEL;all;variable_1;4053;Beschreibung_1;4053
Batt_3;United Kingdom of Great Britain and Northern Ireland;Europe;normal;GBR;all;variable_1;229;Beschreibung_1;229
Batt_5;Japan;Asia;normal;JPN;all;variable_1;1085;Beschreibung_1;1085
Batt_17;Bulgaria;Europe;normal;BGR;all;variable_1;19;Beschreibung_1;19
Batt_18;Belgium;Europe;normal;BEL;all;variable_1;6832;Beschreibung_1;6832
Batt_18;United Kingdom of Great Britain and Northern Ireland;Europe;normal;GBR;all;variable_1;2196;Beschreibung_1;2196
Batt_9;Belgium;Europe;normal;BEL;all;variable_1;5963;Beschreibung_1;5963
Batt_9;Japan;Asia;normal;JPN;all;variable_1;1907;Beschreibung_1;1907
Batt_6;Japan;Asia;normal;JPN;all;variable_1;4193;Beschreibung_1;4193
Batt_1;Norway;Europe;coldland;NOR;all;variable_1;116;Beschreibung_1;116
Batt_4;Hungary;Europe;normal;HUN;all;variable_1;297;Beschreibung_1;297
Batt_5;United Kingdom of Great Britain and Northern Ireland;Europe;normal;GBR;all;variable_1;20963;Beschreibung_1;20963
Batt_5;New Zealand;Oceania;normal;NZL;all;variable_1;365;Beschreibung_1;365
Batt_5;Brazil;South America;hotland;BRA;all;variable_1;116;Beschreibung_1;116
Batt_7;Denmark;Europe;coldland;DNK;all;variable_1;2423;Beschreibung_1;2423
Batt_4;France;Europe;normal;FRA;all;variable_1;11670;Beschreibung_1;11670
Batt_8;Netherlands;Europe;normal;NLD;all;variable_1;1005;Beschreibung_1;1005
Batt_8;Singapore;;;;all;variable_1;194;Beschreibung_1;194
Batt_1;Saudi Arabia;Asia;hotland;SAU;all;variable_1;25;Beschreibung_1;25
Batt_9;New Zealand;Oceania;normal;NZL;all;variable_1;189;Beschreibung_1;189
Batt_14;Israel;Asia;normal;ISR;all;variable_1;270;Beschreibung_1;270
Batt_6;TǬrkiye;Asia;normal;TUR;all;variable_1;606;Beschreibung_1;606
Batt_12;China;Asia;normal;CHN;all;variable_1;596;Beschreibung_1;596
Batt_17;Switzerland;Europe;normal;CHE;all;variable_1;96;Beschreibung_1;96
Batt_15;French Polynesia;;;;all;variable_1;32;Beschreibung_1;32
Batt_6;Abu Dhabi (UAE);Asia;normal;ARE;all;variable_1;96;Beschreibung_1;96
Batt_5;Romania;Europe;normal;ROU;all;variable_1;164;Beschreibung_1;164
Batt_5;Greece;Europe;normal;GRC;all;variable_1;75;Beschreibung_1;75
Batt_17;Malaysia;Asia;hotland;MYS;all;variable_1;1154;Beschreibung_1;1154
Batt_4;Portugal;Europe;normal;PRT;all;variable_1;2354;Beschreibung_1;2354
Batt_9;Italy;Europe;normal;ITA;all;variable_1;1166;Beschreibung_1;1166
Batt_9;Kuwait;Asia;hotland;KWT;all;variable_1;91;Beschreibung_1;91
Batt_9;Serbia;Europe;normal;SRB;all;variable_1;50;Beschreibung_1;50
Batt_12;Jordan;Asia;normal;JOR;all;variable_1;1065;Beschreibung_1;1065
Batt_12;France;Europe;normal;FRA;all;variable_1;5263;Beschreibung_1;5263
Batt_21;France;Europe;normal;FRA;all;variable_1;4695;Beschreibung_1;4695
Batt_9;Ukraine;Europe;normal;UKR;all;variable_1;122;Beschreibung_1;122
Batt_6;Saudi Arabia;Asia;hotland;SAU;all;variable_1;32;Beschreibung_1;32
Batt_14;North Macedonia;Europe;normal;MKD;all;variable_1;13;Beschreibung_1;13
Batt_5;Cyprus (South);Asia;normal;CYP;all;variable_1;24;Beschreibung_1;24
Batt_15;Serbia;Europe;normal;SRB;all;variable_1;12;Beschreibung_1;12
Batt_17;Morocco;Africa;hotland;MAR;all;variable_1;38;Beschreibung_1;38
Batt_8;Greece;Europe;normal;GRC;all;variable_1;13;Beschreibung_1;13
Batt_12;Croatia;Europe;normal;HRV;all;variable_1;11;Beschreibung_1;11
Batt_16;Cyprus (South);Asia;normal;CYP;all;variable_1;16;Beschreibung_1;16
Batt_13;Oman;Asia;hotland;OMN;all;variable_1;22;Beschreibung_1;22
Batt_18;West Banks;;;;all;variable_1;23;Beschreibung_1;23
Batt_13;Slovenia;Europe;normal;SVN;all;variable_1;40;Beschreibung_1;40
Batt_14;Russia;Europe;coldland;RUS;all;variable_1;29;Beschreibung_1;29
Batt_16;North Macedonia;Europe;normal;MKD;all;variable_1;28;Beschreibung_1;28
Batt_9;Slovenia;Europe;normal;SVN;all;variable_1;55;Beschreibung_1;55
Batt_16;Slovenia;Europe;normal;SVN;all;variable_1;24;Beschreibung_1;24
Batt_17;Norway;Europe;coldland;NOR;all;variable_1;11;Beschreibung_1;11
Batt_7;Bulgaria;Europe;normal;BGR;all;variable_1;22;Beschreibung_1;22
Batt_5;Lithuania;Europe;normal;LTU;all;variable_1;29;Beschreibung_1;29
Batt_8;Qatar;Asia;hotland;QAT;all;variable_1;26;Beschreibung_1;26
Batt_6;Croatia;Europe;normal;HRV;all;variable_1;35;Beschreibung_1;35
Batt_18;Mauritius;;;;all;variable_1;22;Beschreibung_1;22
Batt_5;Kuwait;Asia;hotland;KWT;all;variable_1;42;Beschreibung_1;42
Batt_18;Abu Dhabi (UAE);Asia;normal;ARE;all;variable_1;22;Beschreibung_1;22
Batt_21;Slovenia;Europe;normal;SVN;all;variable_1;25;Beschreibung_1;25
Batt_1;Croatia;Europe;normal;HRV;all;variable_1;34;Beschreibung_1;34
Batt_7;Czech Republic;Europe;normal;CZE;all;variable_1;22;Beschreibung_1;22
Batt_8;New Zealand;Oceania;normal;NZL;all;variable_1;55;Beschreibung_1;55
Batt_12;Poland;Europe;normal;POL;all;variable_1;55;Beschreibung_1;55
Batt_12;Latvia;Europe;normal;LVA;all;variable_1;15;Beschreibung_1;15
Batt_12;TǬrkiye;Asia;normal;TUR;all;variable_1;26;Beschreibung_1;26
Batt_6;Ecuador;South America;normal;ECU;all;variable_1;89;Beschreibung_1;89
Batt_9;Mauritius;;;;all;variable_1;18;Beschreibung_1;18
Batt_14;West Banks;;;;all;variable_1;11;Beschreibung_1;11
Batt_8;Colombia;South America;hotland;COL;all;variable_1;40;Beschreibung_1;40
Batt_13;Malta;;;;all;variable_1;28;Beschreibung_1;28
Batt_8;Dominican Republic;North America;normal;DOM;all;variable_1;12;Beschreibung_1;12
Batt_8;Iceland;Europe;coldland;ISL;all;variable_1;43;Beschreibung_1;43
Batt_13;Russia;Europe;coldland;RUS;all;variable_1;37;Beschreibung_1;37
Batt_12;Hong Kong;;;;all;variable_1;31;Beschreibung_1;31
Batt_1;Egypt;Africa;hotland;EGY;all;variable_1;12;Beschreibung_1;12
Batt_4;Cyprus (South);Asia;normal;CYP;all;variable_1;16;Beschreibung_1;16
Batt_9;Cyprus (North);Asia;normal;CYN;all;variable_1;11;Beschreibung_1;11
Batt_17;Slovakia (Slovak Republic);Europe;normal;SVK;all;variable_1;27;Beschreibung_1;27
Batt_16;Estonia;Europe;normal;EST;all;variable_1;47;Beschreibung_1;47
Batt_12;Argentina;South America;normal;ARG;all;variable_1;36;Beschreibung_1;36
Batt_9;Mongolia;Asia;normal;MNG;all;variable_1;15;Beschreibung_1;15
Batt_9;Barbados;;;;all;variable_1;17;Beschreibung_1;17
Batt_17;Unknown;;;;all;variable_1;38;Beschreibung_1;38
Batt_7;Slovenia;Europe;normal;SVN;all;variable_1;20;Beschreibung_1;20
Batt_18;Bulgaria;Europe;normal;BGR;all;variable_1;39;Beschreibung_1;39
Batt_13;Kuwait;Asia;hotland;KWT;all;variable_1;21;Beschreibung_1;21
Batt_16;Mexico;North America;hotland;MEX;all;variable_1;13;Beschreibung_1;13
Batt_6;Lebanon;Asia;normal;LBN;all;variable_1;20;Beschreibung_1;20
Batt_4;Sweden;Europe;coldland;SWE;all;variable_1;32;Beschreibung_1;32
Batt_13;Dubai (UAE);Asia;hotland;ARE;all;variable_1;36;Beschreibung_1;36
Batt_18;Slovenia;Europe;normal;SVN;all;variable_1;16;Beschreibung_1;16
Batt_9;Bahrain;;;;all;variable_1;21;Beschreibung_1;21
Batt_15;Estonia;Europe;normal;EST;all;variable_1;16;Beschreibung_1;16
Batt_7;Philippines;Asia;hotland;PHL;all;variable_1;16;Beschreibung_1;16
Batt_17;Czech Republic;Europe;normal;CZE;all;variable_1;36;Beschreibung_1;36
Batt_8;Brazil;South America;hotland;BRA;all;variable_1;25;Beschreibung_1;25
Batt_8;Philippines;Asia;hotland;PHL;all;variable_1;32;Beschreibung_1;32
Batt_7;New Zealand;Oceania;normal;NZL;all;variable_1;37;Beschreibung_1;37
Batt_6;Vietnam;Asia;hotland;VNM;all;variable_1;16;Beschreibung_1;16
Batt_1;Lithuania;Europe;normal;LTU;all;variable_1;19;Beschreibung_1;19
Batt_8;Morocco;Africa;hotland;MAR;all;variable_1;15;Beschreibung_1;15
Batt_6;Qatar;Asia;hotland;QAT;all;variable_1;24;Beschreibung_1;24
Batt_6;Dominican Republic;North America;normal;DOM;all;variable_1;11;Beschreibung_1;11
Batt_15;Lithuania;Europe;normal;LTU;all;variable_1;13;Beschreibung_1;13
Batt_9;Ecuador;South America;normal;ECU;all;variable_1;14;Beschreibung_1;14
Batt_12;Singapore;;;;all;variable_1;13;Beschreibung_1;13
Batt_6;Latvia;Europe;normal;LVA;all;variable_1;12;Beschreibung_1;12
Batt_7;Croatia;Europe;normal;HRV;all;variable_1;15;Beschreibung_1;15
Batt_18;Lithuania;Europe;normal;LTU;all;variable_1;19;Beschreibung_1;19
Batt_4;Denmark;Europe;coldland;DNK;all;variable_1;13;Beschreibung_1;13
Batt_8;Slovenia;Europe;normal;SVN;all;variable_1;21;Beschreibung_1;21
Batt_6;Chile;South America;normal;CHL;all;variable_1;13;Beschreibung_1;13
Batt_21;Lithuania;Europe;normal;LTU;all;variable_1;11;Beschreibung_1;11
Batt_7;TǬrkiye;Asia;normal;TUR;all;variable_7;44.4;Beschreibung_7;973
Batt_5;Mexico;North America;hotland;MEX;all;variable_7;19.8;Beschreibung_7;171
Batt_5;Italy;Europe;normal;ITA;all;variable_7;41.2;Beschreibung_7;706
Batt_6;Malaysia;Asia;hotland;MYS;all;variable_7;28.9;Beschreibung_7;538
Batt_6;Austria;Europe;normal;AUT;all;variable_7;39.7;Beschreibung_7;1511
Batt_16;Ireland;Europe;normal;IRL;all;variable_7;42.3;Beschreibung_7;198
Batt_14;Ireland;Europe;normal;IRL;all;variable_7;58.4;Beschreibung_7;409
Batt_6;Costa Rica;North America;normal;CRI;all;variable_7;31.8;Beschreibung_7;157
Batt_14;Croatia;Europe;normal;HRV;all;variable_7;66;Beschreibung_7;196
Batt_5;Cyprus (South);Asia;normal;CYP;all;variable_7;43.9;Beschreibung_7;21
Batt_17;Thailand;Asia;hotland;THA;all;variable_7;27;Beschreibung_7;621
Batt_1;Thailand;Asia;hotland;THA;all;variable_7;27.1;Beschreibung_7;31
Batt_16;Korea (South);Asia;normal;KOR;all;variable_7;32.4;Beschreibung_7;148
Batt_9;South Africa;Africa;hotland;ZAF;all;variable_7;18.1;Beschreibung_7;35
Batt_9;Hong Kong;;;;all;variable_7;24.9;Beschreibung_7;919
Batt_15;Bulgaria;Europe;normal;BGR;all;variable_7;34.5;Beschreibung_7;46
Batt_6;Switzerland;Europe;normal;CHE;all;variable_7;35.7;Beschreibung_7;3632
Batt_16;Switzerland;Europe;normal;CHE;all;variable_7;42.8;Beschreibung_7;1061
Batt_6;Czech Republic;Europe;normal;CZE;all;variable_7;36.6;Beschreibung_7;317
Batt_6;Panama;North America;hotland;PAN;all;variable_7;0.7;Beschreibung_7;19
Batt_15;Italy;Europe;normal;ITA;all;variable_7;40.5;Beschreibung_7;9842
Batt_15;Poland;Europe;normal;POL;all;variable_7;37.9;Beschreibung_7;1378
Batt_4;Finland;Europe;coldland;FIN;all;variable_7;11.6;Beschreibung_7;21
Batt_13;Kuwait;Asia;hotland;KWT;all;variable_7;40.9;Beschreibung_7;20
Batt_9;Singapore;;;;all;variable_7;29.1;Beschreibung_7;214
Batt_15;Portugal;Europe;normal;PRT;all;variable_7;45.6;Beschreibung_7;6901
Batt_13;Canada;North America;coldland;CAN;all;variable_7;33.8;Beschreibung_7;65
Batt_5;Norway;Europe;coldland;NOR;all;variable_7;42.2;Beschreibung_7;11542
Batt_9;Switzerland;Europe;normal;CHE;all;variable_7;38;Beschreibung_7;695
Batt_8;Denmark;Europe;coldland;DNK;all;variable_7;47.3;Beschreibung_7;255
Batt_18;Finland;Europe;coldland;FIN;all;variable_7;50.1;Beschreibung_7;751
Batt_5;Uruguay;South America;normal;URY;all;variable_7;41.8;Beschreibung_7;42
Batt_13;Iceland;Europe;coldland;ISL;all;variable_7;36.4;Beschreibung_7;91
